# ACT PA5 Bandpass Data — extracted by Colin H. from Jeff M.’s Keynote file (FTS_2017.key)
#col0: frequency [GHz]
#col1: 90 GHz response
#col2: 90 GHz error on response from bootstrap
#col3: 150 GHz response
#col4: 150 GHz error on response from bootstrap
121.94 -0.0061 0.0093 -0.0182 0.0121
123.04 -0.0066 0.01 -0.0155 0.0123
124.14 -0.0037 0.011 -0.0119 0.0136
125.23 -0.0061 0.0111 0.0089 0.0155
126.33 -0.0067 0.0109 0.0522 0.0167
127.43 -0.0087 0.0094 0.1062 0.0198
128.53 -0.0159 0.0085 0.181 0.0226
129.63 -0.0163 0.0084 0.2672 0.025
130.73 -0.0182 0.0073 0.3551 0.0237
131.83 -0.0113 0.0087 0.4187 0.0235
132.93 -0.0062 0.01 0.4438 0.024
134.02 0.0008 0.0094 0.453 0.0255
135.12 -0.0023 0.009 0.4909 0.0255
136.22 -0.0076 0.0084 0.5295 0.0247
137.32 -0.0072 0.0075 0.55 0.0245
138.42 -0.0098 0.0076 0.5524 0.0251
139.52 -0.0092 0.0071 0.5491 0.0232
140.62 -0.0051 0.008 0.5681 0.0239
141.71 -0.0028 0.0076 0.5942 0.0254
142.81 -0.0106 0.0076 0.6369 0.0265
143.91 -0.0118 0.0068 0.7072 0.0282
145.01 -0.0034 0.0074 0.7741 0.0276
146.11 -0.0029 0.0075 0.8381 0.0291
147.21 -0.0064 0.0073 0.8969 0.028
148.31 -0.005 0.0065 0.9487 0.0276
149.4 -0.0084 0.0065 0.9866 0.0278
150.5 -0.0088 0.0064 1.0 0.0284
151.6 -0.0053 0.0066 0.9996 0.0288
152.7 0.0 0.0073 0.9849 0.0291
153.8 0.0042 0.0076 0.9744 0.0277
154.9 -0.002 0.0061 0.9672 0.0297
156.0 -0.0072 0.0069 0.9514 0.0312
157.09 -0.0055 0.0068 0.9247 0.0307
158.19 0.0055 0.0069 0.8789 0.0314
159.29 -0.0001 0.0068 0.808 0.0307
160.39 -0.0021 0.006 0.7359 0.0274
161.49 -0.003 0.0057 0.6668 0.0258
162.59 0.0021 0.007 0.6065 0.0253
163.69 0.0025 0.0069 0.557 0.0247
164.78 0.0023 0.0068 0.5026 0.0239
165.88 -0.0015 0.006 0.4349 0.025
166.98 -0.0026 0.0059 0.3501 0.0262
168.08 -0.0069 0.0049 0.248 0.0237
169.18 -0.0025 0.0058 0.148 0.0204
170.28 -0.0086 0.0054 0.0808 0.0146
171.38 -0.0057 0.0054 0.0329 0.0102
172.47 -0.0034 0.0054 0.0135 0.008
173.57 -0.0026 0.0052 0.0078 0.0071
174.67 -0.0048 0.0046 -0.0021 0.0063
175.77 -0.0062 0.0052 -0.0046 0.0055
176.87 -0.0034 0.0047 -0.0026 0.0058
177.97 -0.0031 0.0048 -0.0018 0.0058
179.07 0.0007 0.0047 -0.0002 0.0056
180.16 0.0021 0.0046 0.0024 0.0051
181.26 0.001 0.005 -0.0022 0.0052
182.36 -0.001 0.0045 -0.0024 0.0054
183.46 0.0012 0.0047 -0.0023 0.0058
184.56 0.0029 0.0053 -0.0035 0.0056
185.66 0.0006 0.0048 0.001 0.0059
186.76 0.0044 0.0049 0.0034 0.0068
187.85 0.0055 0.0047 0.0071 0.0058
188.95 0.0039 0.0049 0.0063 0.0061
190.05 0.0056 0.0055 0.0036 0.0058
191.15 0.011 0.0058 -0.002 0.0052
192.25 0.006 0.0053 0.0059 0.0055
193.35 0.01 0.0057 0.0083 0.0064
194.45 0.013 0.0059 0.0124 0.0061
195.54 0.0094 0.0056 0.0164 0.0058
196.64 0.0078 0.0054 0.0094 0.0049
197.74 0.0061 0.0048 0.0044 0.0058
198.84 0.0053 0.005 0.0082 0.0056
199.94 0.0054 0.0054 0.0121 0.0056
201.04 0.0074 0.0058 0.0134 0.0057
202.14 0.006 0.0053 0.0122 0.0056
203.24 0.0061 0.0046 0.0117 0.0059
204.33 0.0085 0.0045 0.0112 0.0058
205.43 0.0087 0.0046 0.0113 0.0057
206.53 0.0031 0.0045 0.0116 0.0056
207.63 0.0035 0.0044 0.0116 0.0056
208.73 0.0031 0.0041 0.0168 0.0055
209.83 0.0033 0.0037 0.0146 0.0053
210.93 0.0019 0.0036 0.0104 0.0056
212.02 -0.0009 0.0032 0.0087 0.0053
213.12 -0.0009 0.0034 0.0107 0.0049
214.22 -0.0014 0.0036 0.0173 0.0055
215.32 -0.0025 0.003 0.019 0.0062
216.42 -0.0014 0.0028 0.0147 0.0055
217.52 0.0018 0.0036 0.0122 0.0044
218.62 0.0007 0.0038 0.0061 0.0041
219.71 -0.0026 0.0027 0.0084 0.0038
220.81 -0.0029 0.0028 0.0091 0.0041
221.91 -0.0008 0.0027 0.0097 0.0047
223.01 -0.0016 0.0027 0.0073 0.0047
224.11 0.0004 0.0033 0.0069 0.004
225.21 0.0005 0.0027 0.0046 0.0034
226.31 -0.0008 0.0029 0.002 0.0033
227.4 -0.0018 0.0031 0.0045 0.0038
228.5 0.0018 0.0032 0.0035 0.0032
229.6 -0.0016 0.0029 0.0017 0.0031
230.7 -0.002 0.0029 0.0009 0.0032
231.8 -0.0006 0.0031 -0.002 0.0032
232.9 -0.0016 0.0032 -0.0026 0.0031
234.0 -0.0015 0.0027 -0.0022 0.0027
235.09 -0.0035 0.0028 -0.0037 0.0029
236.19 -0.0026 0.0027 -0.0043 0.0031
237.29 -0.0004 0.0027 -0.0056 0.0033
238.39 -0.0003 0.0028 -0.0058 0.0028
239.49 -0.0012 0.0026 -0.0052 0.0027
240.59 -0.0024 0.0029 -0.0045 0.0028
241.69 -0.0029 0.0028 -0.0035 0.0028
242.78 -0.0019 0.0022 -0.0013 0.0028
243.88 -0.0013 0.0026 -0.0054 0.0028
244.98 -0.0027 0.0023 -0.0054 0.0029
246.08 -0.0042 0.0023 -0.0054 0.0026
247.18 -0.002 0.0025 -0.0042 0.0025
248.28 -0.0009 0.0025 -0.0062 0.0026
249.38 -0.0015 0.0027 -0.0076 0.0026
250.47 -0.0015 0.0027 -0.0069 0.0027
251.57 -0.0026 0.0024 -0.0067 0.0028
252.67 -0.0013 0.0034 -0.0067 0.0029
253.77 0.0003 0.0039 -0.0067 0.0026
254.87 -0.0003 0.0028 -0.0077 0.0027
