9.97989590518327, 5.003945772062613e-15
13.477686211931662, 8.545896731582752e-15
17.893310391744137, 1.3572605958903189e-14
23.441401911464588, 2.931496640294544e-14
30.482331714188938, 2.1943036562271836e-14
52.349755230729734, 4.0816310775181595e-14
89.23852532966978, 6.746612049348569e-14
116.76291135523599, 1.0564231428890985e-13
152.73421208635426, 1.2909862196234615e-13
198.47183951651675, 1.4807057557710958e-13
257.5708155549338, 2.1920254476285872e-13
335.71837245755944, 2.8668127185111155e-13
436.0667047126067, 3.623755459851757e-13
567.7751475091125, 4.28758949980674e-13
739.2923152210111, 5.367170352180947e-13
960.3041015100912, 7.138472978992965e-13
1247.2686087918137, 8.232950564642003e-13
39.67784689453942, 2.721153398607291e-14
67.81044117374223, 4.231244045995064e-14
