# ACT PA6 Bandpass Data — extracted by Colin H. from Jeff M.’s Keynote file (FTS_2017.key)
#col0: frequency [GHz]
#col1: 90 GHz response
#col2: 90 GHz error on response from bootstrap
#col3: 150 GHz response
#col4: 150 GHz error on response from bootstrap
1.09 -1098.7179 106.1395 -1261.3282 143.0762
2.19 -43.9387 41.4778 139.6766 103.1554
3.29 235.521 53.4362 497.891 110.8133
4.39 194.6183 48.3748 419.502 80.2985
5.49 100.2358 29.8236 374.046 114.0955
6.59 63.6183 17.2766 250.9365 90.2435
7.69 43.7339 12.4872 156.8118 57.956
8.78 29.4854 8.9779 92.7858 30.6844
9.88 22.933 5.96 51.103 14.1194
10.98 15.3086 3.9255 27.9758 6.5882
12.08 12.2639 3.1764 18.1579 3.3042
13.18 10.6832 2.9911 16.9735 3.3923
14.28 7.6171 2.2342 15.0076 4.582
15.38 5.4038 2.0221 13.8856 4.6583
16.47 4.41 1.6801 13.4154 3.6603
17.57 3.4139 1.2495 9.2643 2.469
18.67 2.7067 0.9053 5.6775 1.4556
19.77 2.1392 0.8017 4.01 1.0094
20.87 1.8492 0.7683 3.7273 0.8422
21.97 1.2308 0.568 4.0198 0.8001
23.07 1.2244 0.5155 3.1248 0.7362
24.16 1.1534 0.4532 2.2641 0.7294
25.26 0.7159 0.3837 2.218 0.7216
26.36 0.4294 0.3529 2.0627 0.5751
27.46 0.2499 0.3271 1.4708 0.4064
28.56 0.1689 0.2689 0.8506 0.3849
29.66 0.2568 0.2672 1.1573 0.4119
30.76 0.3938 0.2946 1.2904 0.4178
31.85 0.3488 0.2747 1.1418 0.3436
32.95 0.1339 0.2108 0.5129 0.2191
34.05 0.2789 0.2054 0.582 0.2491
35.15 0.1139 0.2097 0.812 0.3
36.25 0.1119 0.1906 0.6174 0.2853
37.35 0.0726 0.2082 0.1703 0.1992
38.45 -0.0052 0.1276 0.4492 0.1739
39.54 0.0975 0.1306 0.5011 0.2131
40.64 0.1648 0.151 0.434 0.1992
41.74 0.0272 0.1182 0.0462 0.1459
42.84 -0.0411 0.0938 -0.0053 0.1151
43.94 -0.0409 0.0895 0.3155 0.1447
45.04 -0.0753 0.0898 0.1945 0.1505
46.14 -0.026 0.0754 -0.0023 0.1032
47.23 -0.0893 0.0756 0.0218 0.0794
48.33 0.0045 0.0775 0.0694 0.0973
49.43 -0.057 0.074 0.0756 0.083
50.53 -0.0595 0.0678 -0.0125 0.0655
51.63 -0.0427 0.0582 -0.0077 0.0844
52.73 -0.0846 0.0628 0.0955 0.0835
53.83 -0.056 0.0527 0.1923 0.0796
54.92 -0.0658 0.0526 0.0287 0.0557
56.02 -0.0611 0.0541 -0.0056 0.0533
57.12 -0.0203 0.0537 0.0357 0.0531
58.22 -0.0406 0.0479 0.0328 0.0469
59.32 -0.0476 0.047 -0.0409 0.045
60.42 -0.0454 0.0473 0.0478 0.0484
61.52 -0.0486 0.0534 0.1347 0.0543
62.61 0.001 0.049 0.051 0.0432
63.71 -0.0131 0.0485 0.0036 0.0472
64.81 -0.0204 0.0403 0.0569 0.048
65.91 -0.0287 0.0428 0.0874 0.0455
67.01 -0.0257 0.042 -0.0101 0.0393
68.11 -0.028 0.0366 -0.0135 0.0352
69.21 -0.0075 0.036 0.0161 0.0303
70.31 0.0123 0.0395 -0.0009 0.0318
71.4 -0.0193 0.0385 0.015 0.0323
72.5 -0.0291 0.032 -0.031 0.0332
73.6 -0.0073 0.0311 -0.0139 0.032
74.7 -0.01 0.0314 0.0078 0.0291
75.8 0.0026 0.0331 0.021 0.0355
76.9 0.0567 0.0344 -0.0004 0.031
78.0 0.1348 0.0444 0.0106 0.027
79.09 0.236 0.0442 -0.001 0.0274
80.19 0.3532 0.0461 -0.0385 0.0274
81.29 0.4615 0.0442 -0.0136 0.0203
82.39 0.4932 0.0384 -0.0187 0.025
83.49 0.4311 0.0423 -0.0091 0.0262
84.59 0.4205 0.0447 -0.009 0.0249
85.69 0.417 0.0464 -0.0329 0.0237
86.78 0.4355 0.0406 0.0072 0.0213
87.88 0.5271 0.0411 -0.0052 0.0228
88.98 0.6229 0.0439 -0.0197 0.019
90.08 0.653 0.0428 -0.0514 0.0174
91.18 0.6461 0.0374 -0.0376 0.0196
92.28 0.7116 0.0379 -0.0356 0.0214
93.38 0.7904 0.0426 -0.0247 0.0226
94.47 0.8587 0.0433 -0.0207 0.0197
95.57 0.9371 0.0418 -0.0211 0.0178
96.67 0.9925 0.0368 -0.009 0.0153
97.77 0.9999 0.0318 -0.0125 0.0164
98.87 0.9898 0.0353 -0.0224 0.0168
99.97 0.9915 0.0378 -0.0164 0.0165
101.07 1.0 0.0412 -0.0343 0.0196
102.16 0.9968 0.0349 -0.0377 0.0176
103.26 0.9583 0.0383 -0.0343 0.0146
104.36 0.9093 0.0377 -0.0307 0.0147
105.46 0.8428 0.0395 -0.0182 0.0148
106.56 0.7393 0.0418 -0.0407 0.015
107.66 0.5628 0.0406 -0.0324 0.0154
108.76 0.3746 0.0356 -0.0074 0.0159
109.85 0.2379 0.0285 -0.0156 0.0157
110.95 0.1298 0.0226 -0.0305 0.0162
112.05 0.0532 0.0184 -0.0166 0.0137
113.15 0.024 0.0195 -0.0052 0.0168
114.25 0.0096 0.016 -0.0029 0.0154
115.35 0.0011 0.0134 -0.0073 0.0136
116.45 -0.0016 0.0119 -0.0099 0.0111
117.54 0.0003 0.0129 -0.0106 0.011
118.64 -0.0135 0.0116 -0.0124 0.0115
119.74 -0.003 0.0123 -0.0053 0.0121
120.84 -0.012 0.0101 -0.0079 0.0127
121.94 -0.0189 0.0095 -0.0076 0.0131
123.04 -0.0123 0.0091 -0.0043 0.0126
124.14 -0.019 0.0106 0.016 0.0137
125.23 -0.0195 0.0094 0.0482 0.0188
126.33 -0.0221 0.0088 0.1097 0.0241
127.43 -0.0195 0.009 0.2103 0.028
128.53 -0.0085 0.0108 0.3375 0.0314
129.63 -0.002 0.0096 0.4652 0.0323
130.73 -0.0155 0.0091 0.5835 0.0324
131.83 -0.0162 0.01 0.6848 0.0312
132.93 -0.0195 0.0084 0.7426 0.0298
134.02 -0.0155 0.0085 0.7653 0.029
135.12 -0.0122 0.0092 0.7592 0.0311
136.22 -0.0151 0.009 0.752 0.0324
137.32 -0.015 0.0107 0.74 0.032
138.42 -0.013 0.0086 0.7177 0.0289
139.52 -0.0102 0.0079 0.6919 0.0273
140.62 -0.0127 0.0071 0.6837 0.0286
141.71 -0.0114 0.009 0.7057 0.0275
142.81 -0.0114 0.008 0.7323 0.0302
143.91 -0.0059 0.0082 0.7699 0.0318
145.01 -0.0101 0.008 0.8161 0.0322
146.11 -0.0109 0.0068 0.8643 0.033
147.21 -0.0085 0.0079 0.9095 0.0328
148.31 -0.0052 0.0072 0.9271 0.0331
149.4 -0.0057 0.0074 0.9549 0.0338
150.5 -0.0039 0.0076 0.9846 0.035
151.6 0.003 0.0084 0.9904 0.0349
152.7 0.0047 0.0104 0.9887 0.0369
153.8 -0.0063 0.0083 1.0 0.0362
154.9 -0.007 0.0066 0.999 0.0349
156.0 0.0003 0.007 0.9733 0.0335
157.09 -0.0019 0.0076 0.9355 0.033
158.19 -0.0084 0.0071 0.8981 0.0352
159.29 -0.0036 0.0064 0.854 0.0362
160.39 0.0026 0.0067 0.7823 0.0333
161.49 0.0021 0.0068 0.6909 0.0298
162.59 -0.0025 0.0073 0.628 0.0289
163.69 0.003 0.0069 0.5828 0.0286
164.78 0.0025 0.0066 0.5106 0.0275
165.88 -0.0061 0.0059 0.4165 0.0241
166.98 0.0007 0.0063 0.3232 0.0222
168.08 0.0048 0.007 0.2458 0.0213
169.18 0.0031 0.0064 0.1685 0.0184
170.28 0.001 0.0054 0.0934 0.0149
171.38 -0.0033 0.0056 0.0557 0.0107
172.47 -0.0032 0.006 0.0244 0.01
173.57 0.0019 0.0054 0.0133 0.0074
174.67 -0.0021 0.0059 0.0014 0.0062
175.77 -0.0001 0.005 0.0016 0.0061
176.87 0.0002 0.0049 0.0003 0.0054
177.97 -0.0018 0.0046 -0.001 0.0052
179.07 0.0024 0.0052 0.0061 0.0054
180.16 0.0037 0.0053 0.0007 0.0051
181.26 0.0065 0.0051 -0.0097 0.0047
182.36 0.0065 0.0058 -0.0063 0.0052
183.46 0.0071 0.0052 -0.0017 0.0045
184.56 0.0076 0.0055 0.0044 0.0055
185.66 0.0115 0.0067 -0.0019 0.005
186.76 0.0153 0.0061 -0.0004 0.0043
187.85 0.0149 0.0061 0.0097 0.0063
188.95 0.0141 0.0069 0.0101 0.0068
190.05 0.0122 0.0066 0.0026 0.0045
191.15 0.0133 0.0065 -0.0054 0.0044
192.25 0.016 0.0063 -0.0051 0.005
193.35 0.0173 0.0068 0.0054 0.0052
194.45 0.0158 0.0069 0.0088 0.0056
195.54 0.0178 0.0063 0.0045 0.0049
196.64 0.0164 0.0066 0.0074 0.0047
197.74 0.0135 0.0061 0.0086 0.0046
198.84 0.0145 0.0059 0.0038 0.0049
199.94 0.0114 0.0057 0.0097 0.0047
201.04 0.0121 0.0057 0.0128 0.0055
202.14 0.0144 0.0059 0.0109 0.0049
203.24 0.0104 0.0057 0.0106 0.0048
204.33 0.0079 0.0053 0.0112 0.0052
205.43 0.0083 0.0051 0.0129 0.0049
206.53 0.0073 0.0047 0.0085 0.005
