# ACT PA3 150 GHz Bandpass Data — from Rahul Datta (average over 28 individual detector bandpasses measured for PA3 150 GHz)
# Truncated by JCH using criteria in 'passbands' notebook 1/27/19
#col0: frequency [GHz]
#col1: 150 GHz response
#col2: 1-sigma error
#nu(GHz)       fnu	fnu_err
1.374900000000000091e+02 7.924900000000000277e-01 7.446200000000000041e-02
1.379900000000000091e+02 7.695699999999999763e-01 8.284400000000000097e-02
1.384900000000000091e+02 7.996900000000000119e-01 1.119499999999999940e-01
1.389900000000000091e+02 7.483499999999999597e-01 1.150100000000000011e-01
1.394900000000000091e+02 6.619599999999999929e-01 1.013799999999999979e-01
1.399900000000000091e+02 6.911300000000000221e-01 8.719200000000000561e-02
1.404900000000000091e+02 8.000899999999999679e-01 8.216199999999999892e-02
1.409799999999999898e+02 8.295500000000000096e-01 7.837900000000000422e-02
1.414799999999999898e+02 8.058999999999999497e-01 7.004100000000000603e-02
1.419799999999999898e+02 8.859799999999999898e-01 5.972800000000000331e-02
1.424799999999999898e+02 1.000000000000000000e+00 5.579800000000000038e-02
1.429799999999999898e+02 9.563899999999999624e-01 6.139000000000000012e-02
1.434799999999999898e+02 8.390999999999999570e-01 6.991899999999999504e-02
1.439799999999999898e+02 8.367599999999999483e-01 7.964100000000000346e-02
1.444799999999999898e+02 8.685199999999999587e-01 9.295599999999999696e-02
1.449799999999999898e+02 7.933299999999999796e-01 8.787399999999999378e-02
1.454799999999999898e+02 7.105900000000000549e-01 7.660000000000000142e-02
1.459799999999999898e+02 7.549400000000000555e-01 8.512100000000000222e-02
1.464799999999999898e+02 8.285799999999999832e-01 1.030100000000000043e-01
1.469799999999999898e+02 7.874999999999999778e-01 1.042899999999999938e-01
1.474799999999999898e+02 7.250299999999999523e-01 9.593999999999999750e-02
1.479799999999999898e+02 7.811099999999999710e-01 1.109600000000000031e-01
1.484799999999999898e+02 8.571900000000000075e-01 1.336199999999999888e-01
1.489799999999999898e+02 8.137699999999999934e-01 1.212400000000000005e-01
1.494799999999999898e+02 7.521600000000000508e-01 1.073299999999999949e-01
1.499799999999999898e+02 7.956499999999999684e-01 1.271100000000000008e-01
1.504799999999999898e+02 8.170399999999999885e-01 1.342399999999999982e-01
1.509799999999999898e+02 7.305399999999999672e-01 1.050600000000000006e-01
1.514799999999999898e+02 6.630099999999999882e-01 8.700199999999999600e-02
1.519799999999999898e+02 7.005799999999999805e-01 9.063200000000000423e-02
1.524799999999999898e+02 7.544199999999999795e-01 9.692099999999999327e-02
1.529799999999999898e+02 7.323499999999999455e-01 9.638299999999999645e-02
1.534799999999999898e+02 7.248599999999999488e-01 9.894200000000000217e-02
1.539799999999999898e+02 8.179899999999999949e-01 8.958900000000000197e-02
1.544799999999999898e+02 8.752100000000000435e-01 9.609700000000000186e-02
1.549799999999999898e+02 8.034000000000000030e-01 1.022900000000000059e-01
1.554799999999999898e+02 7.343199999999999728e-01 9.678499999999999603e-02
1.559799999999999898e+02 7.492799999999999461e-01 1.043400000000000022e-01
1.564799999999999898e+02 7.378099999999999659e-01 1.254300000000000137e-01
1.569799999999999898e+02 6.601000000000000201e-01 1.163399999999999990e-01
1.574799999999999898e+02 6.293699999999999850e-01 1.019100000000000006e-01
1.579799999999999898e+02 7.131999999999999451e-01 1.103900000000000020e-01
1.584799999999999898e+02 7.889800000000000146e-01 1.168899999999999939e-01
1.589799999999999898e+02 7.613600000000000367e-01 1.060900000000000037e-01
1.594799999999999898e+02 7.388299999999999867e-01 1.124099999999999960e-01
1.599799999999999898e+02 7.887999999999999456e-01 1.240699999999999997e-01
1.604799999999999898e+02 7.597699999999999454e-01 1.204699999999999938e-01
1.609799999999999898e+02 6.190999999999999837e-01 1.042899999999999938e-01
1.614799999999999898e+02 5.361099999999999755e-01 9.536699999999999344e-02
1.619799999999999898e+02 5.357499999999999485e-01 9.912500000000000477e-02
1.624799999999999898e+02 5.057300000000000129e-01 1.084699999999999970e-01
1.629799999999999898e+02 4.307599999999999763e-01 1.059200000000000003e-01
1.634799999999999898e+02 4.088300000000000267e-01 1.033000000000000029e-01
1.639799999999999898e+02 4.376300000000000190e-01 1.184899999999999981e-01
1.644799999999999898e+02 4.138999999999999901e-01 1.254800000000000082e-01
1.649799999999999898e+02 3.443999999999999839e-01 1.032799999999999968e-01
1.654799999999999898e+02 3.134100000000000219e-01 8.361599999999999588e-02
1.659799999999999898e+02 3.089199999999999724e-01 8.382199999999999374e-02
1.664799999999999898e+02 2.788800000000000168e-01 8.296099999999999308e-02
1.669799999999999898e+02 2.406000000000000083e-01 6.960700000000000220e-02
1.674799999999999898e+02 2.237999999999999989e-01 7.137400000000000688e-02
1.679799999999999898e+02 2.222500000000000031e-01 8.730699999999999572e-02
1.684799999999999898e+02 2.063599999999999879e-01 7.848600000000000021e-02
1.689799999999999898e+02 1.707100000000000006e-01 6.570700000000000152e-02
1.694799999999999898e+02 1.503500000000000114e-01 7.049199999999999910e-02
1.699799999999999898e+02 1.506800000000000084e-01 7.549699999999999467e-02
1.704799999999999898e+02 1.370599999999999874e-01 6.734099999999999808e-02
1.709799999999999898e+02 1.065799999999999942e-01 6.239800000000000207e-02
1.714799999999999898e+02 9.509299999999999697e-02 6.017900000000000332e-02
1.719799999999999898e+02 8.990599999999999981e-02 4.338899999999999701e-02
1.724799999999999898e+02 6.915899999999999825e-02 3.587100000000000011e-02
1.729799999999999898e+02 5.259199999999999986e-02 3.114199999999999954e-02
1.734799999999999898e+02 3.846800000000000219e-02 2.523099999999999996e-02
1.739799999999999898e+02 2.782300000000000051e-02 3.327999999999999708e-02
1.744799999999999898e+02 2.514600000000000168e-02 2.548100000000000018e-02
1.749799999999999898e+02 2.113800000000000054e-02 1.873000000000000012e-02
1.754799999999999898e+02 1.990400000000000155e-02 2.929000000000000006e-02
1.759799999999999898e+02 1.791999999999999843e-02 2.908200000000000021e-02
1.764799999999999898e+02 1.592700000000000018e-02 2.188000000000000014e-02
1.769799999999999898e+02 1.859500000000000042e-02 3.091299999999999951e-02
1.774799999999999898e+02 1.593500000000000125e-02 2.627200000000000021e-02
1.779799999999999898e+02 9.123799999999999619e-03 1.343699999999999929e-02
1.784799999999999898e+02 7.848600000000000715e-03 1.176199999999999989e-02
1.789799999999999898e+02 5.392300000000000045e-03 1.261100000000000068e-02
