# ACT PA1 Bandpass Data — from Rahul Datta (average over 18 individual detector bandpasses measured for PA1)
# Truncated by JCH using criteria in 'passbands' notebook 1/27/19
#col0: frequency [GHz]
#col1: 150 GHz response
#col2: 1-sigma error
#nu(GHz)       fnu	fnu_err
1.534799999999999898e+02 8.379600000000000382e-01 4.315900000000000292e-02
1.539799999999999898e+02 9.377199999999999980e-01 5.169399999999999690e-02
1.544799999999999898e+02 1.000000000000000000e+00 6.798400000000000276e-02
1.549799999999999898e+02 9.149300000000000210e-01 7.240000000000000602e-02
1.554799999999999898e+02 8.530200000000000005e-01 7.031300000000000050e-02
1.559799999999999898e+02 9.118800000000000239e-01 6.220200000000000035e-02
1.564799999999999898e+02 9.076699999999999768e-01 5.627299999999999663e-02
1.569799999999999898e+02 7.911099999999999799e-01 4.725700000000000039e-02
1.574799999999999898e+02 7.509200000000000319e-01 4.176799999999999957e-02
1.579799999999999898e+02 8.510499999999999732e-01 5.674699999999999883e-02
1.584799999999999898e+02 9.183299999999999796e-01 7.453899999999999415e-02
1.589799999999999898e+02 8.548599999999999532e-01 7.959700000000000109e-02
1.594799999999999898e+02 8.372899999999999787e-01 6.957599999999999896e-02
1.599799999999999898e+02 9.314500000000000002e-01 6.687400000000000289e-02
1.604799999999999898e+02 9.428299999999999459e-01 7.257099999999999662e-02
1.609799999999999898e+02 8.200600000000000112e-01 7.325099999999999667e-02
1.614799999999999898e+02 7.535600000000000076e-01 7.551299999999999679e-02
1.619799999999999898e+02 7.840700000000000447e-01 8.456400000000000028e-02
1.624799999999999898e+02 7.601700000000000124e-01 9.344199999999999728e-02
1.629799999999999898e+02 6.814599999999999547e-01 8.236799999999999677e-02
1.634799999999999898e+02 6.914599999999999635e-01 7.641199999999999382e-02
1.639799999999999898e+02 7.871700000000000363e-01 8.426400000000000556e-02
1.644799999999999898e+02 7.970099999999999962e-01 8.687400000000000677e-02
1.649799999999999898e+02 7.060600000000000209e-01 8.495999999999999386e-02
1.654799999999999898e+02 6.855099999999999527e-01 9.454799999999999316e-02
1.659799999999999898e+02 7.272999999999999465e-01 1.229399999999999937e-01
1.664799999999999898e+02 6.785400000000000320e-01 1.362700000000000022e-01
1.669799999999999898e+02 5.704000000000000181e-01 1.184599999999999959e-01
1.674799999999999898e+02 5.344900000000000206e-01 1.148399999999999976e-01
1.679799999999999898e+02 5.535900000000000265e-01 1.232000000000000040e-01
1.684799999999999898e+02 5.100999999999999979e-01 1.175500000000000017e-01
1.689799999999999898e+02 4.354299999999999837e-01 9.205199999999999494e-02
1.694799999999999898e+02 4.216699999999999893e-01 8.855499999999999483e-02
1.699799999999999898e+02 4.450500000000000012e-01 1.079800000000000065e-01
1.704799999999999898e+02 4.262199999999999878e-01 1.166699999999999959e-01
1.709799999999999898e+02 3.714999999999999969e-01 1.167300000000000004e-01
1.714799999999999898e+02 3.634299999999999753e-01 1.244100000000000067e-01
1.719799999999999898e+02 3.608299999999999841e-01 1.290100000000000136e-01
1.724799999999999898e+02 2.957600000000000229e-01 1.169499999999999984e-01
1.729799999999999898e+02 2.329199999999999882e-01 9.501400000000000123e-02
1.734799999999999898e+02 2.138700000000000045e-01 9.846799999999999997e-02
1.739799999999999898e+02 2.046000000000000041e-01 1.081600000000000061e-01
1.744799999999999898e+02 1.682700000000000029e-01 9.543300000000000394e-02
1.749799999999999898e+02 1.302999999999999992e-01 7.313999999999999668e-02
1.754799999999999898e+02 1.286799999999999888e-01 6.064599999999999852e-02
1.759799999999999898e+02 1.367700000000000027e-01 6.401600000000000346e-02
1.764799999999999898e+02 1.189500000000000002e-01 6.044800000000000173e-02
1.769799999999999898e+02 9.677700000000000191e-02 5.442899999999999822e-02
1.774799999999999898e+02 8.111699999999999466e-02 4.601899999999999741e-02
1.779799999999999898e+02 6.562999999999999390e-02 4.115599999999999814e-02
1.784799999999999898e+02 4.939899999999999847e-02 2.899200000000000041e-02
1.789799999999999898e+02 4.036399999999999710e-02 2.126600000000000018e-02
1.794799999999999898e+02 3.705399999999999666e-02 1.955799999999999900e-02
1.799799999999999898e+02 3.063099999999999851e-02 1.760600000000000012e-02
1.804799999999999898e+02 2.363600000000000076e-02 1.879499999999999921e-02
1.809799999999999898e+02 2.226200000000000054e-02 2.214500000000000149e-02
1.814799999999999898e+02 2.779500000000000026e-02 3.114899999999999960e-02
1.819799999999999898e+02 2.712099999999999927e-02 2.349499999999999852e-02
1.824799999999999898e+02 2.338300000000000101e-02 2.806799999999999920e-02
1.829799999999999898e+02 1.641700000000000104e-02 2.229000000000000078e-02
1.834799999999999898e+02 1.150200000000000007e-02 1.453400000000000004e-02
1.839799999999999898e+02 1.134499999999999918e-02 1.760499999999999912e-02
1.844799999999999898e+02 9.076900000000000593e-03 1.201200000000000011e-02
1.849799999999999898e+02 6.682300000000000392e-03 9.210499999999999937e-03
1.854799999999999898e+02 5.062399999999999886e-03 1.179900000000000046e-02
1.859799999999999898e+02 7.359700000000000270e-03 7.844999999999999543e-03
1.864799999999999898e+02 1.356500000000000067e-02 1.513100000000000035e-02
